relative_time_s,parcel_count_remaining,injected_mass_kg,remaining_mass_kg,inferred_escaped_mass_kg,remaining_fraction,escaped_fraction
43.00305666233157,79666,7.167176110388595e-07,4.5008061286677333e-07,2.666369981720862e-07,0.6279748201169435,0.37202517988305644
44.00305666233157,80257,7.333842777055262e-07,4.534341126496378e-07,2.7995016505588843e-07,0.6182762931164226,0.38172370688357743
45.00305666233157,80039,7.500509443721929e-07,4.521679669386237e-07,2.978829774335692e-07,0.6028496735206393,0.39715032647936066
45.99305666233158,80357,7.665509443721931e-07,4.539220654101538e-07,3.126288789620393e-07,0.5921616413660764,0.4078383586339236
47.00305666233157,80764,7.833842777055262e-07,4.561547421875311e-07,3.2722953551799506e-07,0.5822873335211349,0.41771266647886507
47.99305666233158,80982,7.998842777055263e-07,4.573550307019767e-07,3.4252924700354966e-07,0.5717764974877401,0.4282235025122599
49.00305666233157,81603,8.167176110388595e-07,4.608871796830105e-07,3.5583043135584903e-07,0.5643164460440188,0.4356835539559812
49.99305666233158,81824,8.332176110388596e-07,4.62126990499805e-07,3.710906205390546e-07,0.5546294081850033,0.44537059181499666
51.00305666233157,80304,8.500509443721929e-07,4.5348531172104045e-07,3.9656563265115244e-07,0.5334801575403967,0.4665198424596033
52.00305666233157,80684,8.667176110388595e-07,4.555961665780867e-07,4.111214444607728e-07,0.5256569853611293,0.47434301463887074
53.00305666233157,79194,8.833842777055262e-07,4.472252841176537e-07,4.361589935878725e-07,0.5062635767972486,0.49373642320275135
53.99305666233158,79866,8.998842777055263e-07,4.511007596662683e-07,4.4878351803925805e-07,0.5012875220094514,0.49871247799054863
55.00305666233157,81100,9.167176110388595e-07,4.58119278405212e-07,4.5859833263364754e-07,0.49973871221482663,0.5002612877851734
55.99305666233158,79242,9.332176110388597e-07,4.4770625410349773e-07,4.855113569353619e-07,0.47974475492924984,0.5202552450707502
57.00305666233157,77963,9.500509443721928e-07,4.405340563494704e-07,5.095168880227223e-07,0.4636951933567958,0.5363048066432041
58.00305666233157,78106,9.667176110388596e-07,4.414100102656565e-07,5.253076007732031e-07,0.45660698142377476,0.5433930185762252
58.99305666233158,79250,9.832176110388598e-07,4.479666579341696e-07,5.352509531046901e-07,0.45561293136404635,0.5443870686359537
59.99305666233158,79853,9.998842777055263e-07,4.514687456939957e-07,5.484155320115306e-07,0.45152099673974144,0.5484790032602584
